Size, Threads, Seq, Par, Libc
10000, 2, 0.004176, 0.003728, 0.004352
10000, 2, 0.004167, 0.003819, 0.004356
10000, 3, 0.004135, 0.003917, 0.004393
10000, 3, 0.004212, 0.003920, 0.004368
10000, 3, 0.004163, 0.004186, 0.004367
10000, 3, 0.004146, 0.004553, 0.004377
10000, 3, 0.004152, 0.004101, 0.004343
10000, 4, 0.004181, 0.004838, 0.005588
10000, 4, 0.004155, 0.005024, 0.004399
10000, 4, 0.004161, 0.005417, 0.004373
10000, 4, 0.004189, 0.004527, 0.004410
10000, 4, 0.004155, 0.004827, 0.004359
10000, 5, 0.004200, 0.006262, 0.004382
10000, 5, 0.004135, 0.006278, 0.004357
10000, 5, 0.004166, 0.005088, 0.004359
10000, 5, 0.004133, 0.005563, 0.004396
10000, 5, 0.004222, 0.005517, 0.004351
10000, 6, 0.004216, 0.007168, 0.004398
10000, 6, 0.004154, 0.008820, 0.004368
10000, 6, 0.004149, 0.007885, 0.004366
10000, 6, 0.004166, 0.007919, 0.004365
10000, 6, 0.001699, 0.006707, 0.001828
10000, 7, 0.002921, 0.013589, 0.004405
10000, 7, 0.004171, 0.012888, 0.004395
10000, 7, 0.004174, 0.015655, 0.004411
10000, 7, 0.004218, 0.015685, 0.004382
10000, 7, 0.004281, 0.015365, 0.004393
10000, 8, 0.004227, 0.028850, 0.004353
10000, 8, 0.004195, 0.027331, 0.004377
10000, 8, 0.004224, 0.029815, 0.004386
10000, 8, 0.004289, 0.029892, 0.004344
10000, 8, 0.004203, 0.027977, 0.004415
100000, 0, 0.026276, 0.031820, 0.026616
100000, 0, 0.022388, 0.022853, 0.023121
100000, 0, 0.020446, 0.022407, 0.022661
100000, 0, 0.020430, 0.022426, 0.023414
100000, 0, 0.021394, 0.022775, 0.022534
100000, 1, 0.021652, 0.024707, 0.022750
100000, 1, 0.019992, 0.025641, 0.027477
100000, 1, 0.024343, 0.019816, 0.027439
100000, 1, 0.021795, 0.018947, 0.024950
100000, 1, 0.025196, 0.024457, 0.027652
100000, 2, 0.025432, 0.024172, 0.025192
100000, 2, 0.024279, 0.018902, 0.025001
100000, 2, 0.025141, 0.024487, 0.036101
100000, 2, 0.024747, 0.016003, 0.029913
100000, 2, 0.021730, 0.024598, 0.024093
100000, 3, 0.028289, 0.024787, 0.026258
100000, 3, 0.027241, 0.024201, 0.030705
100000, 3, 0.022276, 0.016626, 0.025479
100000, 3, 0.027661, 0.019355, 0.019936
100000, 3, 0.027286, 0.021898, 0.030978
100000, 4, 0.022587, 0.020063, 0.029734
100000, 4, 0.025750, 0.016299, 0.020625
100000, 4, 0.020113, 0.023729, 0.029916
100000, 4, 0.021207, 0.020171, 0.029868
100000, 4, 0.026578, 0.019885, 0.023582
100000, 5, 0.031051, 0.021967, 0.029016
100000, 5, 0.021740, 0.022550, 0.021525
100000, 5, 0.024999, 0.021951, 0.020447
100000, 5, 0.021287, 0.023458, 0.026347
100000, 5, 0.028595, 0.023153, 0.020706
100000, 6, 0.028684, 0.023202, 0.020410
100000, 6, 0.022689, 0.021530, 0.025664
100000, 6, 0.022264, 0.023229, 0.020571
100000, 6, 0.021827, 0.023044, 0.021361
100000, 6, 0.023003, 0.023204, 0.020827
100000, 7, 0.020986, 0.027752, 0.021505
100000, 7, 0.027515, 0.022061, 0.021271
100000, 7, 0.026657, 0.023480, 0.027685
100000, 7, 0.023544, 0.020336, 0.022006
100000, 7, 0.026729, 0.021988, 0.021806
100000, 8, 0.026471, 0.026147, 0.021629
100000, 8, 0.022399, 0.027485, 0.020783
100000, 8, 0.026369, 0.031898, 0.021391
100000, 8, 0.024829, 0.026904, 0.020420
100000, 8, 0.021589, 0.028690, 0.026881
1000000, 0, 0.230325, 0.232156, 0.242610
1000000, 0, 0.227145, 0.243414, 0.243940
1000000, 0, 0.225822, 0.238812, 0.248299
1000000, 0, 0.226098, 0.237126, 0.243723
1000000, 0, 0.225245, 0.230781, 0.242021
1000000, 1, 0.226774, 0.215923, 0.244217
1000000, 1, 0.229427, 0.190930, 0.245906
1000000, 1, 0.230051, 0.193508, 0.242736
1000000, 1, 0.232706, 0.233178, 0.246437
1000000, 1, 0.232373, 0.166492, 0.249854
1000000, 2, 0.229737, 0.201856, 0.246952
1000000, 2, 0.229370, 0.199164, 0.249545
1000000, 2, 0.225828, 0.204095, 0.257929
1000000, 2, 0.230665, 0.170339, 0.249281
1000000, 2, 0.230481, 0.169058, 0.262715
1000000, 3, 0.228692, 0.201736, 0.254051
1000000, 3, 0.227706, 0.170777, 0.245756
1000000, 3, 0.229534, 0.183405, 0.246250
1000000, 3, 0.224930, 0.214525, 0.257911
1000000, 3, 0.229515, 0.177920, 0.254366
1000000, 4, 0.231992, 0.202020, 0.243060
1000000, 4, 0.230424, 0.204309, 0.251639
1000000, 4, 0.229822, 0.163520, 0.251614
1000000, 4, 0.233301, 0.178180, 0.261060
1000000, 4, 0.234213, 0.181821, 0.242699
1000000, 5, 0.251165, 0.209342, 0.249227
1000000, 5, 0.232518, 0.170375, 0.253454
1000000, 5, 0.228766, 0.204616, 0.250432
1000000, 5, 0.226933, 0.215761, 0.249938
1000000, 5, 0.229032, 0.198592, 0.251997
1000000, 6, 0.232032, 0.207223, 0.250402
1000000, 6, 0.236572, 0.220298, 0.258982
1000000, 6, 0.236650, 0.202209, 0.244198
1000000, 6, 0.238383, 0.196127, 0.249095
1000000, 6, 0.227569, 0.200805, 0.258999
1000000, 7, 0.228234, 0.209947, 0.252621
1000000, 7, 0.232222, 0.205340, 0.250298
1000000, 7, 0.233381, 0.210808, 0.256300
1000000, 7, 0.227815, 0.205958, 0.264695
1000000, 7, 0.244875, 0.214237, 0.257723
1000000, 8, 0.231716, 0.197172, 0.253478
1000000, 8, 0.232462, 0.213549, 0.260441
1000000, 8, 0.230634, 0.221154, 0.249138
1000000, 8, 0.235692, 0.220813, 0.254325
1000000, 8, 0.241137, 0.193241, 0.257692
10000000, 0, 2.752363, 2.762857, 2.998227
10000000, 0, 2.810120, 2.775279, 3.188072
10000000, 0, 2.833252, 2.710601, 2.886446
10000000, 0, 2.701471, 2.844243, 2.951138
10000000, 0, 2.635410, 2.752649, 3.062141
10000000, 1, 2.870805, 2.465031, 3.127894
10000000, 1, 2.753340, 1.942810, 3.172267
10000000, 1, 2.852712, 1.785324, 3.061148
10000000, 1, 2.955642, 2.250408, 2.962321
10000000, 1, 2.841409, 2.363286, 3.109035
10000000, 2, 2.882754, 1.690308, 2.955783
10000000, 2, 2.806245, 1.825779, 2.976541
10000000, 2, 2.871450, 1.833805, 3.117830
10000000, 2, 2.825019, 2.622482, 3.002926
10000000, 2, 2.680363, 2.099950, 2.944987
10000000, 3, 2.801417, 1.961161, 2.932320
10000000, 3, 2.798582, 1.879367, 2.929590
10000000, 3, 2.708674, 1.678698, 2.973368
10000000, 3, 2.659139, 1.716733, 3.025843
10000000, 3, 2.677302, 1.854791, 2.945789
10000000, 4, 2.680807, 1.996254, 2.991318
10000000, 4, 2.685394, 1.982836, 2.928256
10000000, 4, 2.730360, 2.385859, 2.931879
10000000, 4, 2.722421, 1.803797, 2.966683
10000000, 4, 2.730658, 1.851400, 2.931955
10000000, 5, 2.713712, 1.885557, 2.959033
10000000, 5, 2.708860, 2.016217, 3.021553
10000000, 5, 2.683057, 1.868293, 2.927293
10000000, 5, 2.718566, 1.861829, 2.984335
10000000, 5, 2.777480, 1.834858, 2.929287
10000000, 6, 2.711780, 1.986311, 2.924979
10000000, 6, 2.896271, 1.741745, 2.922686
10000000, 6, 2.725138, 1.829429, 2.926517
10000000, 6, 2.755018, 2.061662, 2.966609
10000000, 6, 2.727030, 2.064866, 2.947047
10000000, 7, 2.666409, 2.087396, 2.938035
10000000, 7, 2.801085, 1.805519, 2.968163
10000000, 7, 2.867488, 2.022257, 2.957871
10000000, 7, 2.686872, 2.153520, 2.973988
10000000, 7, 2.798248, 1.987708, 2.987732
10000000, 8, 2.743077, 2.072326, 3.156011
10000000, 8, 2.745723, 1.989762, 2.886800
10000000, 8, 2.824738, 1.945540, 2.994953
10000000, 8, 2.737659, 1.946267, 2.922479
10000000, 8, 2.665466, 1.889460, 2.885334
30000000, 0, 8.438829, 8.408660, 9.233975
30000000, 0, 8.537269, 8.717293, 9.282703
30000000, 0, 8.460831, 8.957256, 9.289901
30000000, 0, 8.498621, 8.479641, 9.383062
30000000, 0, 8.678872, 8.636530, 9.905883
30000000, 1, 8.818546, 7.676870, 9.566663
30000000, 1, 8.674272, 6.706601, 9.631041
30000000, 1, 9.109721, 6.382666, 9.710431
30000000, 1, 8.650179, 5.413730, 9.431410
30000000, 1, 8.665880, 8.437190, 9.465791
30000000, 2, 8.656277, 6.179335, 9.262726
30000000, 2, 8.612692, 4.656716, 9.277454
30000000, 2, 8.485215, 5.987092, 9.333212
30000000, 2, 8.479684, 5.656013, 9.336338
30000000, 2, 8.586643, 4.819348, 9.267668
30000000, 3, 8.560093, 5.873972, 9.270480
30000000, 3, 8.405941, 6.646901, 9.262366
30000000, 3, 8.718818, 6.894252, 9.256680
30000000, 3, 8.408098, 5.299971, 9.278922
30000000, 3, 8.423361, 8.120428, 9.271017
30000000, 4, 8.501210, 6.057012, 9.305634
30000000, 4, 8.371071, 6.432155, 9.236912
30000000, 4, 8.750059, 5.454326, 9.252296
30000000, 4, 8.466083, 5.866571, 9.326670
30000000, 4, 8.704798, 5.156602, 9.297820
30000000, 5, 8.528198, 6.204460, 9.273324
30000000, 5, 8.429316, 5.707336, 9.310015
30000000, 5, 8.457881, 5.382423, 9.243846
30000000, 5, 8.416171, 5.794667, 9.278010
30000000, 5, 8.560734, 5.472554, 9.275078
30000000, 6, 8.553182, 6.584380, 9.582512
30000000, 6, 9.187563, 5.618601, 9.342076
30000000, 6, 8.521531, 5.286679, 9.298531
30000000, 6, 8.875820, 5.931420, 9.286998
30000000, 6, 8.661965, 5.458032, 9.305532
30000000, 7, 8.519665, 6.135540, 9.591919
30000000, 7, 9.080417, 6.015206, 9.546891
30000000, 7, 8.830224, 6.208074, 9.660146
30000000, 7, 8.827806, 5.877219, 9.793081
30000000, 7, 9.132479, 5.917214, 9.587921
30000000, 8, 8.856802, 6.207313, 9.746130
30000000, 8, 9.022815, 5.569133, 9.832147
30000000, 8, 9.020047, 6.006678, 9.668558
30000000, 8, 8.754091, 5.803982, 9.690832
30000000, 8, 9.002019, 5.992436, 10.146501
60000000, 0, 18.603275, 18.403241, 19.789736
60000000, 0, 17.930085, 18.313653, 19.803775
60000000, 0, 18.368904, 18.896878, 19.991922
60000000, 0, 17.965374, 17.968789, 19.806325
60000000, 0, 17.978059, 18.438908, 19.847536
60000000, 1, 18.324085, 15.195813, 20.198101
60000000, 1, 18.256675, 12.896617, 19.887476
60000000, 1, 18.124607, 14.460405, 19.210410
60000000, 1, 17.974482, 12.459251, 19.226003
60000000, 1, 17.557893, 14.497355, 19.042007
60000000, 2, 18.387845, 10.210079, 20.252318
60000000, 2, 18.344896, 10.710412, 19.896206
60000000, 2, 17.924683, 12.089970, 19.380844
60000000, 2, 17.818120, 13.004342, 19.331421
60000000, 2, 17.702820, 10.430312, 19.229476
60000000, 3, 17.859114, 13.642170, 19.340666
60000000, 3, 17.588487, 12.142349, 19.449837
60000000, 3, 17.714719, 9.484803, 19.337105
60000000, 3, 17.974554, 11.846541, 19.341819
60000000, 3, 18.340273, 11.887840, 19.405254
60000000, 4, 17.849864, 11.504900, 19.547563
60000000, 4, 17.660733, 11.116872, 19.321596
60000000, 4, 18.176247, 11.210293, 19.989312
60000000, 4, 18.069110, 12.251033, 19.482939
60000000, 4, 18.752830, 10.708300, 19.360858
60000000, 5, 18.394177, 11.456335, 19.401846
60000000, 5, 17.692214, 11.518858, 19.433384
60000000, 5, 17.898353, 11.279015, 19.614126
60000000, 5, 17.860366, 12.688453, 19.379656
60000000, 5, 17.541251, 11.392450, 19.451639
60000000, 6, 17.590867, 11.866790, 19.346518
60000000, 6, 17.784510, 12.661373, 19.339616
60000000, 6, 17.738492, 12.951996, 19.442027
60000000, 6, 17.613160, 12.258817, 19.466823
60000000, 6, 18.482263, 12.304463, 19.655871
60000000, 7, 18.779965, 12.109979, 19.788303
60000000, 7, 17.842236, 11.610088, 19.575630
60000000, 7, 18.049350, 12.668599, 21.296302
60000000, 7, 18.898494, 13.254536, 27.247695
60000000, 7, 18.106597, 11.855573, 19.964732
60000000, 8, 18.015460, 12.299561, 19.808900
60000000, 8, 17.593467, 11.846170, 19.577404
60000000, 8, 17.642950, 11.919411, 19.533245
60000000, 8, 18.021240, 13.763397, 19.623346
60000000, 8, 17.979934, 12.801444, 19.837913
90000000, 0, 27.023797, 26.978640, 29.981049
90000000, 0, 27.966977, 27.498192, 30.225746
90000000, 0, 28.983038, 28.152664, 30.481584
90000000, 0, 27.255812, 27.925617, 29.915184
90000000, 0, 28.194730, 27.553479, 30.348912
90000000, 1, 27.763585, 22.714263, 30.087025
90000000, 1, 27.531607, 17.417302, 30.507324
90000000, 1, 27.522976, 22.027162, 29.857012
90000000, 1, 27.239463, 18.603014, 29.962264
90000000, 1, 27.875410, 17.209320, 29.746825
90000000, 2, 27.535838, 26.276513, 29.769211
90000000, 2, 27.476097, 23.494960, 30.388446
90000000, 2, 28.058268, 17.336046, 29.775245
90000000, 2, 27.305585, 16.964499, 29.884299
90000000, 2, 27.144472, 20.044470, 30.597492
90000000, 3, 27.444994, 15.301511, 30.684309
90000000, 3, 28.327923, 18.209933, 31.397772
90000000, 3, 27.702743, 16.578836, 29.608114
90000000, 3, 28.190026, 17.227671, 29.607890
90000000, 3, 27.427661, 17.854354, 29.598526
90000000, 4, 27.437886, 19.993111, 29.693620
90000000, 4, 27.140056, 16.855292, 29.443560
90000000, 4, 26.943279, 19.020352, 31.115253
90000000, 4, 27.942335, 18.212259, 29.936884
90000000, 4, 27.541067, 16.617831, 30.018169
90000000, 5, 27.257538, 16.804375, 40.980762
90000000, 5, 28.784303, 20.470987, 31.440612
90000000, 5, 27.520393, 17.143205, 30.361702
90000000, 5, 27.990177, 18.011352, 30.372510
90000000, 5, 27.571397, 18.778234, 30.859311
90000000, 6, 27.435509, 18.050562, 30.612123
90000000, 6, 28.673613, 20.057517, 30.566963
90000000, 6, 27.165990, 17.961368, 30.301481
90000000, 6, 27.337797, 17.790649, 30.525332
90000000, 6, 27.584424, 19.922353, 30.266121
90000000, 7, 28.365597, 19.849664, 30.713821
90000000, 7, 28.149226, 19.117742, 29.785784
90000000, 7, 26.624153, 20.091675, 40.595245
90000000, 7, 27.159910, 17.618064, 30.976737
90000000, 7, 27.848121, 18.164497, 30.827853
90000000, 8, 27.616747, 18.894172, 30.152374
90000000, 8, 27.724525, 19.777602, 30.313943
90000000, 8, 28.782197, 19.115627, 30.102187
90000000, 8, 28.444513, 19.596807, 30.508529
90000000, 8, 27.424891, 19.717406, 29.956203
